id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl,
48,"Randal Colling ","Welcome to socialism. Freedom is gone.","UgxDCmO8a_f2nz8MYt14AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxDCmO8a_f2nz8MYt14AaABAg","2021-10-27 08:53:20",0,"Welcome to socialism. Freedom is gone.","http://www.youtube.com/channel/UCgN6XS8vLaB3WuBtbVU8FCQ",
49,"deverzegelaar","For a moment I was afraid that PragerU would put Schwab in a positive daylight.","UgyRN9X5vhd_w5d2YZh4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyRN9X5vhd_w5d2YZh4AaABAg","2021-10-26 23:26:11",0,"For a moment I was afraid that PragerU would put Schwab in a positive daylight.","http://www.youtube.com/channel/UCXg1iAP89CQH0rGi4_AnbZQ",
50,"HeWhoChooses","As much as I appreciate the effort, I doubt anyone who uses ESG will understand this.","UgxtE2TJN4oS5nzuPeR4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxtE2TJN4oS5nzuPeR4AaABAg","2021-10-26 23:02:57",0,"As much as I appreciate the effort, I doubt anyone who uses ESG will understand this.","http://www.youtube.com/channel/UC3d4QH_G0oi_Ul-4xEKt98Q",
51,"Dave","Really appreciate the breadth of speakers, topics and the level of detail these PragerU 5 minute videos offer.","UgwAa2fCOwSlCVJkn9V4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwAa2fCOwSlCVJkn9V4AaABAg","2021-10-26 22:09:17",0,"Really appreciate the breadth of speakers, topics and the level of detail these PragerU 5 minute videos offer.","http://www.youtube.com/channel/UCfpeWut1aODA3sckQRwYNHg",
52,"glamdring0007","Any company pushing ESG will lose my business instantly. I can move my IRA to another firm so mine better not go woke.","Ugwki26OQke7Zy2Ooe94AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugwki26OQke7Zy2Ooe94AaABAg","2021-10-26 19:55:43",0,"Any company pushing ESG will lose my business instantly. I can move my IRA to another firm so mine better not go woke.","http://www.youtube.com/channel/UC78P9SXoMXYMeF4knJjAS6Q",
53,"Steve Gergetz","How is it that so many people utterly fail to comprehend this at all? Seriously, is this not the most brainwashed generation in the history of the world? Sad.","Ugyb7naDmSSlvHuwgdB4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugyb7naDmSSlvHuwgdB4AaABAg","2021-10-26 18:07:17",0,"How is it that so many people utterly fail to comprehend this at all? Seriously, is this not the most brainwashed generation in the history of the world? Sad.","http://www.youtube.com/channel/UC4cjz0gxGJPuh8x9VeSBglw",
54,"Jay Viktor","Let\'s go Brandon!!!","Ugx5oiJQuvVgRoNL6qN4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugx5oiJQuvVgRoNL6qN4AaABAg","2021-10-26 16:50:31",0,"Let\'s go Brandon!!!","http://www.youtube.com/channel/UCcJxWvykx-PG1i1hFrkgM6w",
55,"M G","The more they focus on ""doing good"", especially on the \'income inqequality\' front, the more they widen the chasm between the Haves and the Have Nots. And, I don\'t think it\'s really being done mistakenly.","UgxpPlL_OrZzn_ZKg1d4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxpPlL_OrZzn_ZKg1d4AaABAg","2021-10-26 15:27:54",0,"The more they focus on ""doing good"", especially on the \'income inqequality\' front, the more they widen the chasm between the Haves and the Have Nots. And, I don\'t think it\'s really being done mistakenly.","http://www.youtube.com/channel/UCTAo433qzbcDijMCpnzhTEA",
56,"Andrew Charles","How do we combat that?","UgyIkSpW7VYKS6oGh7N4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyIkSpW7VYKS6oGh7N4AaABAg","2021-10-25 23:02:43",0,"How do we combat that?","http://www.youtube.com/channel/UClwrn6HtiNfDprFOk3yBPIw",
57,"Ichiro714","So Schwab gets rich through ""greed"" but now that his up there he says ""you people should not be greedy"" Nice!","UgzzOtImdJYkTDNBTPR4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzzOtImdJYkTDNBTPR4AaABAg","2021-10-25 21:44:50",0,"So Schwab gets rich through ""greed"" but now that his up there he says ""you people should not be greedy"" Nice!","http://www.youtube.com/channel/UClTQB47Ki4dJ9_1ic2_lgAw",
58,"Jk","Equity is different than equality. Equity means, “equally poor”!","UgyxNUmZs1ORCWcT2Kp4AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyxNUmZs1ORCWcT2Kp4AaABAg","2021-10-25 17:29:18",0,"Equity is different than equality. Equity means, “equally poor”!","http://www.youtube.com/channel/UC-c77oanN37jrehzQtuEKlg",
59,"Matt Greene","This video pretends that we\'re still a capitalist society. We\'ve been a corporatist society for decades...where corporations and the government are so intertwined, that corps can influence policy to the point that competition is stifled by regulations the lobbying company didn\'t have to adhere to. It also prevents the government from crippling monopolies (FB/Google/Disney/Monsanto, and most mainstream news that openly violate the Sherman Act)....and the Magnuson-Moss Warranty Act which stops deductibles to in-warranty repairs, and makes all warranties fully transferrable to any future owners of used products still in the original warranty period.) I can see this going back to the 80\'s.","Ugw7FN5r2-CumPHuCRV4AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugw7FN5r2-CumPHuCRV4AaABAg","2021-10-25 14:03:24",0,"This video pretends that we\'re still a capitalist society. We\'ve been a corporatist society for decades...where corporations and the government are so intertwined, that corps can influence policy to the point that competition is stifled by regulations the lobbying company didn\'t have to adhere to. It also prevents the government from crippling monopolies (FB/Google/Disney/Monsanto, and most mainstream news that openly violate the Sherman Act)....and the Magnuson-Moss Warranty Act which stops deductibles to in-warranty repairs, and makes all warranties fully transferrable to any future owners of used products still in the original warranty period.) I can see this going back to the 80\'s.","http://www.youtube.com/channel/UC8ybgU3mCFVaYPSAOmMOkpw",
60,"Aaron Kiely","🔥👊🏼","UgwCIpZB2Eqaw0DvqPd4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwCIpZB2Eqaw0DvqPd4AaABAg","2021-10-25 13:47:21",0,"🔥👊🏼","http://www.youtube.com/channel/UC9qrsq6ZsdkaNFTgWzX2hvA",
61,"jjime","I am sure Klaus Schwab has a load of money he made from business profits","UgyKT_N6eMBk7U03vpx4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgyKT_N6eMBk7U03vpx4AaABAg","2021-10-25 13:36:54",0,"I am sure Klaus Schwab has a load of money he made from business profits","http://www.youtube.com/channel/UCh51S9zukSAHZvnW2Q2TAUQ",
62,"Philip Peterson","Can I short ESG funds?","UgxzRF4mahIn2Pp1lWB4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgxzRF4mahIn2Pp1lWB4AaABAg","2021-10-25 12:37:58",0,"Can I short ESG funds?","http://www.youtube.com/channel/UCwQGVGzUMAAxs8UKon1UIGw",
63,"lberhold","I love the rise in ESG, I have made a killing off non-ESG type investments because they are underbought. 18% dividends   reasonable market growth, it\'s great.","UgzK8VF6LMCIWFFWgDB4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzK8VF6LMCIWFFWgDB4AaABAg","2021-10-25 12:11:25",0,"I love the rise in ESG, I have made a killing off non-ESG type investments because they are underbought. 18% dividends   reasonable market growth, it\'s great.","http://www.youtube.com/channel/UCOoPpt81K7Q2TcgrVcHGK-w",
64,"Barney Cserepka","Back when I was younger there was a a Christian organization that created an ethical investment. Where they chose to put their money in companies that they felt were not doing unethical dealings. One was investing into manufacturing and Country that was using slave labour or child labour. Number to investing into products that as that generation they felt was unethical and that was into any kind of marijuana cigarettes any kind of narcotic. And much much more in areas similar to the both of these. Unfortunately you have people out there that wanted to create an investment that appear to be the same as an ethical investment but they want to make money off of the naive and ignorant people. Ethical Investments didn\'t worry about the prophet of companies they just worried that the companies would not put money into areas that they felt were unethical. ESG Investments want to tell you that making profit is unethical. Profit is not unethical it\'s just good business practice no company wants to lose it always wants to grow and Gain.","UgwMBPdwUq0w0C_JKDt4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgwMBPdwUq0w0C_JKDt4AaABAg","2021-10-25 08:27:36",0,"Back when I was younger there was a a Christian organization that created an ethical investment. Where they chose to put their money in companies that they felt were not doing unethical dealings. One was investing into manufacturing and Country that was using slave labour or child labour. Number to investing into products that as that generation they felt was unethical and that was into any kind of marijuana cigarettes any kind of narcotic. And much much more in areas similar to the both of these. Unfortunately you have people out there that wanted to create an investment that appear to be the same as an ethical investment but they want to make money off of the naive and ignorant people. Ethical Investments didn\'t worry about the prophet of companies they just worried that the companies would not put money into areas that they felt were unethical. ESG Investments want to tell you that making profit is unethical. Profit is not unethical it\'s just good business practice no company wants to lose it always wants to grow and Gain.","http://www.youtube.com/channel/UCvLNJ9zUOlSXZVqtpDUkplg",
65,"Mark Tan","I don\'t think ESG should be formalised. It should be in the minds of consumers while companies, in their pursuit of profit, bear in mind of the consumers preferences.","Ugz-qY8ViCF0yYB0Mwd4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugz-qY8ViCF0yYB0Mwd4AaABAg","2021-10-25 08:15:15",0,"I don\'t think ESG should be formalised. It should be in the minds of consumers while companies, in their pursuit of profit, bear in mind of the consumers preferences.","http://www.youtube.com/channel/UCU9ho4TC49N1e-TEt5dnehQ",
66,"C S","Leftism is a dangerously contageous diseade.When will there ever be a VAX against it?","Ugy_46TAUTIzbR5mPu14AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugy_46TAUTIzbR5mPu14AaABAg","2021-10-25 07:38:35",0,"Leftism is a dangerously contageous diseade.When will there ever be a VAX against it?","http://www.youtube.com/channel/UCk-SF9qzz1nPT5yTllDXxyQ",
67,"Bjørn Eric Wang","Let the government handle your profit, don\'t worry where it goes. Just trust them and keep working. You will own nothing and you will be happy, in fact so happy that it might hurt a bit while you\'re sitting in your gray concrete socially appointed apartment. At the same time your trusted politician is enjoying his/hers multimillionaire estate trying to figure out what the next big social experiment should be.","UgzEWNz4M6I7YYtX2Rh4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzEWNz4M6I7YYtX2Rh4AaABAg","2021-10-25 03:47:17",0,"Let the government handle your profit, don\'t worry where it goes. Just trust them and keep working. You will own nothing and you will be happy, in fact so happy that it might hurt a bit while you\'re sitting in your gray concrete socially appointed apartment. At the same time your trusted politician is enjoying his/hers multimillionaire estate trying to figure out what the next big social experiment should be.","http://www.youtube.com/channel/UCGEU-fVv0QHMQFlv0nPpUwA",
68,"david d","Wow such humanitarians these billionaires are using capitalism to give us goods...I\'m all for making a profit but don\'t be disingenuous saying it\'s all done in the name of social good.","Ugw1zK5bycl3Bqhe7vh4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugw1zK5bycl3Bqhe7vh4AaABAg","2021-10-24 22:42:07",0,"Wow such humanitarians these billionaires are using capitalism to give us goods...I\'m all for making a profit but don\'t be disingenuous saying it\'s all done in the name of social good.","http://www.youtube.com/channel/UColpYQbwmxsY9-oMmSIdpaA",
69,"Marked Ashamed","The Woke is the Illuminati","UgzvUQv-SBabyVMbfyJ4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzvUQv-SBabyVMbfyJ4AaABAg","2021-10-24 22:27:13",0,"The Woke is the Illuminati","http://www.youtube.com/channel/UCofltELO8yRY_3fbmmlv8Yw",
70,"The Cluu Channel","Capitalism is the only economic structure that can lift people out of poverty based on personal merit, not immutable characteristics like skin color.","Ugx5sdHOKWAvCrrJGhp4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugx5sdHOKWAvCrrJGhp4AaABAg","2021-10-24 22:11:20",0,"Capitalism is the only economic structure that can lift people out of poverty based on personal merit, not immutable characteristics like skin color.","http://www.youtube.com/channel/UCMYmaS-hmIvL46kcOfTBIRw",
71,"Kyler Moore","Good work","UgydM5Zt6-jXJXLowyJ4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgydM5Zt6-jXJXLowyJ4AaABAg","2021-10-24 20:03:16",0,"Good work","http://www.youtube.com/channel/UC7HSPqXS-On9eh83XkRkpvA",
72,"DB AV","I see a lot of these videos praising capitalism (as it should be at least at it\'s concept) but I\'ve never seen videos explaining clearly what happens when Gov and company collude to create monopolies and such.","Ugw5aXjv36lq6N6NA794AaABAg","",1,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugw5aXjv36lq6N6NA794AaABAg","2021-10-24 17:00:10",0,"I see a lot of these videos praising capitalism (as it should be at least at it\'s concept) but I\'ve never seen videos explaining clearly what happens when Gov and company collude to create monopolies and such.","http://www.youtube.com/channel/UCinET73rf-rRhnAuma_qVSg",
73,"DoctorNatural","gud","Ugxk_E9CQjOeS9StzYt4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=Ugxk_E9CQjOeS9StzYt4AaABAg","2021-10-24 15:37:43",0,"gud","http://www.youtube.com/channel/UCsEnyLD78IvSi7slD20fqGQ",
74,"No. 6 at utube jail","We have college educated idiots running everything into the ground. It takes new players make the mistakes of the past. Painful lessons to be learned in the near future","UgzsaplY9yYyuZHOLoV4AaABAg","",0,"https://www.youtube.com/watch?v=O-tJNuHqHW8&t=38s&ab_channel=PragerU&lc=UgzsaplY9yYyuZHOLoV4AaABAg","2021-10-24 14:57:40",0,"We have college educated idiots running everything into the ground. It takes new players make the mistakes of the past. Painful lessons to be learned in the near future","http://www.youtube.com/channel/UC5MdwWB2fahYmZZlyn1yHsQ",
